index,displayName,displayName_parent,id
707,smartphoto,Studio,252239
708,Snowe,Studio,249255
709,PackIt,Poundland,3715
710,Acme United,Poundland,190641
711,Sequential Brands Group,Poundland,197545
712,Studio Calico,Poundland,219181
713,PackIt,Sequential Brands Group,3715
714,Poundland,Sequential Brands Group,9272
715,Acme United,Sequential Brands Group,190641
716,Studio Calico,Sequential Brands Group,219181
717,AMC Entertainment,Regal Entertainment Group,194374
718,iPic Entertainment,Regal Entertainment Group,282596
719,Reid Sound,Regal Entertainment Group,1370765
720,ChartHouse Learning,Regal Entertainment Group,1370171
721,Flambeau Rivers Papers,Schweitzer-Mauduit International,251524
722,Wausau Paper,Schweitzer-Mauduit International,11918
723,Packaging Corporation of America,Schweitzer-Mauduit International,11135
724,Reynolds American,Schweitzer-Mauduit International,11689
725,GoFundMe,Indiegogo,48991
726,MainVest,Indiegogo,1409059
727,YouCaring,Indiegogo,77239
728,Wishberry,Indiegogo,225571
729,eBay,Lazada,14820
730,ZALORA,Lazada,97551
731,Jet.com,Lazada,205860
732,Orami,Lazada,248387
733,iPrice,Lazada,254714
734,Elevenia,Lazada,1346250
735,RPM International,Sugru,149515
736,Henkel,Sugru,27357
737,Sika,Sugru,237343
738,Polymer Solutions,Sugru,251408
739,Amazon,Flipkart,11981
740,eBay,Flipkart,14820
741,Alibaba,Flipkart,14986
742,Myntra,Flipkart,39086
743,Paytm,Flipkart,75909
744,Snapdeal,Flipkart,78711
745,Acushnet Company,Escalade,551396
746,Nike,Escalade,1973
747,Jockey,Escalade,741317
748,Peacock Alley,Escalade,839886
749,Vista Outdoor,Johnson Outdoors,249378
750,MCR Safety,Johnson Outdoors,336578
751,Treads Bicycle Outfitters,Johnson Outdoors,1373256
752,YETI,Johnson Outdoors,1346559
753,Persimmon Technologies,Motocaddy,86792
754,Grabit,Motocaddy,191965
755,Shadow Robot,Motocaddy,258671
756,Seegrid,Motocaddy,118190
757,Neolife,The Natural Wood Floor,252155
758,Rivers' Edge Countertops,The Natural Wood Floor,246919
759,Inwido,The Natural Wood Floor,249473
760,Armstrong Flooring,The Natural Wood Floor,249499
761,Kellex,Nova Lifestyle,993894
762,Svedbergs,Nova Lifestyle,1311351
763,Imprint Comfort Mats,Nova Lifestyle,1160954
764,Kimball International,Nova Lifestyle,190526
765,Pair Eyewear,MyOptique Group,283714
766,Warby Parker,MyOptique Group,1547
767,Lenskart,MyOptique Group,1357645
768,Safety Glasses USA,MyOptique Group,379862
769,Debenhams,House of Fraser,8075
770,Zalando,House of Fraser,55713
771,ASOS,House of Fraser,98474
772,Lesara,House of Fraser,168333
773,Topshop Topman,House of Fraser,243801
774,YOOX NET-A-PORTER,House of Fraser,248299
775,HSN,Myntra,2081
776,Amazon,Myntra,11981
777,Flipkart,Myntra,51301
778,Snapdeal,Myntra,78711
779,LimeRoad,Myntra,114649
780,Yepme,Myntra,244678
781,Aerospace Lubricants,Oil-Dri Corporation Of America,983472
782,Tronox,Oil-Dri Corporation Of America,194077
783,Rosier,Oil-Dri Corporation Of America,252184
784,Sapec,Oil-Dri Corporation Of America,252217
785,Colgate Palmolive,Church & Dwight,2056
786,WAXIE Sanitary Supply,Church & Dwight,833245
787,Pidilite,Church & Dwight,136906
788,S&S Industrial Equipment and Supply,Church & Dwight,270410
789,Shin-Etsu Chemical,Momentive,1361193
790,Evonik Industries,Momentive,80092
791,Wacker Chemie,Momentive,6453
792,Ingevity,Momentive,249324
793,Friction Free Shaving,The Hut Group,257713
794,Walker & Company Brands,The Hut Group,196576
795,Argos,The Hut Group,240520
796,Dollar Shave Club,The Hut Group,84661
797,Reckitt Benckiser,Henkel,2042
798,Johnson & Johnson,Henkel,2062
799,Procter & Gamble,Henkel,2068
800,Mcbride,Henkel,8559
801,Hasbro,Funko,118587
802,Tri Dee Arts,Funko,1373265
803,Lovevery,Funko,1349880
804,Hobbytown USA,Funko,1363318
805,The Scotts Miracle-Gro,Howden Joinery,249382
806,Dunelm Group,Howden Joinery,8080
807,Lenox Corporation,Howden Joinery,428704
808,Toro,Howden Joinery,142065
809,PackIt,Euro Garages,3715
810,Poundland,Euro Garages,9272
811,Acme United,Euro Garages,190641
812,Sequential Brands Group,Euro Garages,197545
813,FreshToHome,Boxed,1404715
814,Good Eggs,Boxed,82319
815,Blue Apron,Boxed,106906
816,Bigbasket,Boxed,158197
817,Avnet,Watsco,48625
818,SPX Corporation,Watsco,76758
819,HD Supply,Watsco,121092
820,MacArthur,Watsco,329663
821,Johnstone Supply,Watsco,658322
822,Sephora,Glossier,31566
823,Hudson’s Bay,Glossier,230487
824,Aveda,Glossier,247472
825,Winky Lux,Glossier,259504
826,LXMI,Glossier,1350445
827,Natural Grocers by Vitamin Cottage,Pz Cussons,11231
828,BIM Birlesik Magazalar,Pz Cussons,283995
829,Tate & Lyle,Pz Cussons,9773
830,Orkla,Pz Cussons,6020
831,OwnFone,The Licensing Company,246014
832,Airship,The Licensing Company,32670
833,Quality Logo Products,The Licensing Company,52968
834,SuperAwesome,The Licensing Company,124608
835,Amazon,Snapdeal,11981
836,One97 Communications,Snapdeal,34516
837,Myntra,Snapdeal,39086
838,Flipkart,Snapdeal,51301
839,Jet.com,Snapdeal,205860
840,Quikr,Snapdeal,244519
841,KiwiRail,BNSF Railway,283681
842,Amtrak,BNSF Railway,134673
843,Union Pacific,BNSF Railway,165493
844,Team Drive-Away,BNSF Railway,5357
845,Greats,Allbirds,1566
846,Nike,Allbirds,1973
847,Adidas,Allbirds,28853
848,Reebok,Allbirds,45432
849,The Root Collective,Allbirds,255279
850,Rothy’s,Allbirds,259233
851,Natural Alternatives International,Cyanotech,199360
852,Genuine Health,Cyanotech,254564
853,EastGate Biotech,Cyanotech,257154
854,Zivo Bioscience,Cyanotech,257155
855,Food Service Group,Synutra International,1354701
856,Ajinomoto,Synutra International,109559
857,Sweegen,Synutra International,257337
858,Sir Kensington’s,Synutra International,232636
859,Bois Blanc Supply,YETI,246750
860,CircusTrix,YETI,257517
861,ABEO,YETI,1357764
862,Vista Outdoor,YETI,249378
863,Philips,Groupe SEB,261
864,Felix Storch,Groupe SEB,902772
865,Grosche International,Groupe SEB,255447
866,Henkel,Groupe SEB,27357
867,HSL Chairs,Crown Imperial,250949
868,Whitemeadow,Crown Imperial,250579
869,sofa.com,Crown Imperial,40783
870,Steelcase,Crown Imperial,76589
871,Orchestra Premaman,Crown Crafts,1357833
872,Fabric Development,Crown Crafts,967794
873,Marktek,Crown Crafts,702266
874,ERC Wiping Products,Crown Crafts,962227
875,IT Tech Packaging,Delta Global Source,257527
876,Graphic Packaging Holding Company,Delta Global Source,10652
877,Kite Packaging,Delta Global Source,91100
878,International Paper,Delta Global Source,10661
879,Marks & Spencer,John Lewis Partnership,1969
880,Debenhams,John Lewis Partnership,8075
881,Asda,John Lewis Partnership,135561
882,House of Fraser,John Lewis Partnership,256325
883,Morrisons,Iceland Foods,9342
884,Ahold Delhaize,Iceland Foods,251796
885,Festival Foods,Iceland Foods,818698
886,Weis Markets,Iceland Foods,11897
887,Liquid Death,Charlie's Holdings,1401953
888,Mike's Hard Lemonade,Charlie's Holdings,249533
889,Food Union,Charlie's Holdings,256317
890,Humm Kombucha,Charlie's Holdings,252446
891,Kimberly-Clark,Edgewell Personal Care,1833
892,Johnson & Johnson,Edgewell Personal Care,2062
893,Procter & Gamble,Edgewell Personal Care,2068
894,L'Oreal,Edgewell Personal Care,84216
895,Dollar Shave Club,Edgewell Personal Care,84661
896,Bayer,Edgewell Personal Care,121300
897,Steve Madden,Xcel Brands,1979
898,Farfetch,Xcel Brands,1594
899,The Cato Corporation,Xcel Brands,10499
900,Cherokee,Xcel Brands,191421
901,Cymax,Victoria Plum,77773
902,Furlenco,Victoria Plum,247912
903,Urban Ladder,Victoria Plum,95490
904,Bassett Furniture,Victoria Plum,130175
905,Rocky Brands,L.L.Bean,65453
906,Cabela's,L.L.Bean,92677
907,Sportsman's Warehouse,L.L.Bean,103787
908,DICK’S Sporting Goods,L.L.Bean,127859
909,Lands' End,L.L.Bean,246581
910,YETI Coolers,L.L.Bean,1373722
911,Airbnb,HomeAway,352
912,Trivago,HomeAway,43184
913,VRBO,HomeAway,16567
914,Checkfront,HomeAway,36249
915,RedHawk Holdings Corp,CFAO,257506
916,4MD Medical Solutions,CFAO,534204
917,Berktree,CFAO,1364522
918,Lavipharm,CFAO,816268
919,Cheribundi,EFT Holdings,252434
920,Health-Ade Kombucha,EFT Holdings,252445
921,WTRMLN WTR,EFT Holdings,248460
922,Numi,EFT Holdings,252454
923,Trident Brands,JRjr33,258258
924,Edgewell Personal Care,JRjr33,249297
925,Party City Holdco,JRjr33,249347
926,Altria,JRjr33,230419
927,Oriflame,Cca Industries,251556
928,Plantain,Cca Industries,251186
929,Harry's,Cca Industries,1593
930,Parfex,Cca Industries,252170
931,Maisons du Monde,Seen on Screen TV,249441
932,Ettitude,Seen on Screen TV,94519
933,AeroGrow International,Seen on Screen TV,150575
934,Studio,Seen on Screen TV,140243
935,Milk Makeup,Swallowfield,255861
936,Plantain,Swallowfield,251186
937,Neora,Swallowfield,246699
938,Abhati,Swallowfield,255378
939,Cerebral Success,Trident Brands,254284
940,Cyanotech,Trident Brands,12561
941,Vitamin Shoppe,Trident Brands,113406
942,GNC,Trident Brands,194117
943,Pax Labs,Universal Corporation,244744
944,Japan Tobacco,Universal Corporation,169127
945,Gilla,Universal Corporation,257451
946,Reynolds American,Universal Corporation,11689
947,ACCO Brands,Acme United,10563
948,PackIt,Acme United,3715
949,Poundland,Acme United,9272
950,Sequential Brands Group,Acme United,197545
951,International Wire Group,Servotronics,873308
952,CDTi,Servotronics,27808
953,YG-1,Servotronics,1101471
954,MicroCentric,Servotronics,602979
955,Purplle.com,Walker & Company Brands,816737
956,Memebox,Walker & Company Brands,244720
957,FabFitFun,Walker & Company Brands,76426
958,Amway,Walker & Company Brands,254435
959,Redfin,PurpleBricks,14668
960,Nobul,PurpleBricks,1357497
961,PropertyBook NYC,PurpleBricks,273294
962,eXp World Holdings,PurpleBricks,258411
963,Orkla,Rahim Brothers,6020
964,Pz Cussons,Rahim Brothers,208185
965,BIM Birlesik Magazalar,Rahim Brothers,283995
966,Tate & Lyle,Rahim Brothers,9773
967,BSH,Conair,249572
968,Panasonic,Conair,262
969,Electrolux,Conair,20432
970,Haier,Conair,150368
971,Full Circle Home,Hammock Boutique,3474
972,Greca,Hammock Boutique,254716
973,All Across Africa,Hammock Boutique,255438
974,Bixbee,Hammock Boutique,254640
975,MicroCare,Able Industrial Products,295496
976,Tool Discounter,Able Industrial Products,1373214
977,Leon Speakers,Able Industrial Products,3703
978,Lofelt,Able Industrial Products,278301
979,Meijer,Ayurshakha,132232
980,Wadi,Ayurshakha,247110
981,DHgate,Ayurshakha,50094
982,Snapdeal,Ayurshakha,78711
983,RaceTrac Petroleum,Holiday Companies,204783
984,Weigel Stores,Holiday Companies,3450
985,Petrol,Holiday Companies,499392
986,Applegreen,Holiday Companies,157379
987,Uniq International,einhorn,841171
988,Higher Grounds,einhorn,256033
989,Lafes,einhorn,255104
990,Nossa Familia Coffee,einhorn,256061
991,Fishing Republic,GrillSymbol,256960
992,Poundland,GrillSymbol,9272
993,Acme United,GrillSymbol,190641
994,Sequential Brands Group,GrillSymbol,197545
995,GLOCK,Olympic Arms,642085
996,Heckler & Koch,Olympic Arms,252020
997,"Sturm, Ruger & Co",Olympic Arms,11387
998,Wilson Combat,Olympic Arms,368272
999,VitaFive,BEFORE Brands,254266
1000,Life Boost (Tespo),BEFORE Brands,247569
1001,Trovita Health Science,BEFORE Brands,153329
1002,Comvita,BEFORE Brands,235268
1003,Kiwi Crate,gDiapers,78821
1004,Dhana,gDiapers,254981
1005,Love Child Organics,gDiapers,255368
1006,BumBoosa,gDiapers,254804
1007,The Singing Machine Company,Beach Camera,257443
1008,Officenation,Beach Camera,1363216
1009,Antonline.com,Beach Camera,458570
1010,Bay Reprographic & Supply,Beach Camera,1193148
1011,WafiApps.com,Goxip,1408623
1012,Myntra,Goxip,39086
1013,Faire,Goxip,256753
1014,Lazada,Goxip,100882
1015,Philip Morris,Japan Tobacco,120983
1016,Reynolds American,Japan Tobacco,11689
1017,Turning Point Brands,Japan Tobacco,138619
1018,Valora Holding,Japan Tobacco,215518
1019,Fridge Filters,Seychelle Environmental Technologies,1181114
1020,Soma,Seychelle Environmental Technologies,1430
1021,The One Brand,Seychelle Environmental Technologies,256116
1022,Alkaline Water,Seychelle Environmental Technologies,135873
1023,The First Bancshares,Metro Bank,250698
1024,OFG Bancorp,Metro Bank,202009
1025,Citizens Financial,Metro Bank,10611
1026,Dime Community Bancshares,Metro Bank,12024
1027,Amazon,Jet.com,11981
1028,eBay,Jet.com,14820
1029,Snapdeal,Jet.com,78711
1030,Lazada,Jet.com,100882
1031,BIC,Harry's,251813
1032,Friction Free Shaving,Harry's,257713
1033,Walker & Company Brands,Harry's,196576
1034,Dollar Shave Club,Harry's,84661
1035,Reynolds American,Pax Labs,11689
1036,Vector Group,Pax Labs,11867
1037,British American Tobacco,Pax Labs,82875
1038,Altria,Pax Labs,230419
1039,Gilla,Pax Labs,257451
1040,ACHICA,Ssense,65071
1041,Lulus,Ssense,1354725
1042,Bag Borrow or Steal,Ssense,1553
1043,Fashionphile,Ssense,39075
1044,Grofers,Bigbasket,188082
1045,Blue Apron,Bigbasket,106906
1046,FreshToHome,Bigbasket,1404715
1047,Japan Centre,Bigbasket,250872
1048,CVS Health,Walgreens Boots Alliance,11040
1049,Target,Walgreens Boots Alliance,11811
1050,Walmart,Walgreens Boots Alliance,11960
1051,Rite Aid,Walgreens Boots Alliance,99380
1052,Zappos,StockX,14866
1053,Flight Club,StockX,96675
1054,GOAT,StockX,252509
1055,Stadium Goods,StockX,255872
1056,Udaan,IndiaMART,258022
1057,Paytm Mall,IndiaMART,1397134
1058,Carousell,IndiaMART,146733
1059,WaystoCap,IndiaMART,258706
1060,Chelsom,Astro Lighting,270710
1061,Kimball International,Astro Lighting,190526
1062,Crown Imperial,Astro Lighting,250153
1063,Lifetime Brands,Astro Lighting,138719
1064,Max Mara,Oasis Fashions,645035
1065,Zoot Sports,Oasis Fashions,812853
1066,Geox,Oasis Fashions,951890
1067,LACOSTE,Oasis Fashions,958511
1068,Polyco Healthline,Cotopaxi,250184
1069,XXL ASA,Cotopaxi,249425
1070,Decathlon,Cotopaxi,256461
1071,Pro Stock Hockey,Cotopaxi,278413
1072,Baiwancang,Yunji,1422067
1073,ePRICE,Yunji,431638
1074,Retrevo,Yunji,977524
1075,My Brands,Yunji,1372430
1076,ThinkGeek,Toymail,17778
1077,Hoop,Toymail,267365
1078,Tricae,Toymail,259291
1079,Smart Toy,Toymail,274860
1080,TULA,LOLA,257292
1081,This is L.,LOLA,254994
1082,The Flex Company,LOLA,1258277
1083,Gallinee,LOLA,1362619
1084,Kroger,Carrefour,11101
1085,Walmart,Carrefour,11960
1086,Tesco,Carrefour,34754
1087,Publix,Carrefour,116957
1088,ezCater,Grofers,77935
1089,Bigbasket,Grofers,158197
1090,Swiggy,Grofers,243732
1091,Zopper,Grofers,244695
1092,Arcadia,Shoes of Prey,243802
1093,Cabela's,Shoes of Prey,92677
1094,Shoe Carnival,Shoes of Prey,13144
1095,Greats,Shoes of Prey,1566
1096,Parfex,Svenska Cellulosa,252170
1097,Plantain,Svenska Cellulosa,251186
1098,Oriflame,Svenska Cellulosa,251556
1099,Cca Industries,Svenska Cellulosa,256512
1100,Living Proof,Plantain,32258
1101,Beraca,Plantain,251528
1102,Oriflame,Plantain,251556
1103,Parfex,Plantain,252170
1104,The Infatuation,Food52,201040
1105,Finsbury Food Group,Food52,222932
1106,McColl's,Food52,8897
1107,Naked Wines,Food52,135511
1108,Max Mara,LACOSTE,645035
1109,Paul Smith,LACOSTE,761797
1110,Oasis Fashions,LACOSTE,877172
1111,Guess?,LACOSTE,1962
1112,Diageo,Carlsberg,2027
1113,Harboes Bryggeri,Carlsberg,1027617
1114,Bell's Brewery,Carlsberg,249579
1115,Brooklyn Brewery,Carlsberg,249590
1116,The Proactiv Company,Living Proof,1347921
1117,Plantain,Living Proof,251186
1118,Beraca,Living Proof,251528
1119,Carpe,Living Proof,1350459
1120,Sweetwater,Guitar Center,944139
1121,Fender Musical Instruments,Guitar Center,655954
1122,hmv,Guitar Center,533222
1123,Marshall Amplification,Guitar Center,1401940
1124,AeroGrow International,Maisons du Monde,150575
1125,Studio,Maisons du Monde,140243
1126,Shopsurya,Maisons du Monde,259214
1127,smartphoto,Maisons du Monde,252239
1128,Techtronic Industries,Husqvarna,1361171
1129,Stanley Black & Decker,Husqvarna,1840
1130,Lenox Corporation,Husqvarna,428704
1131,Fiskars,Husqvarna,6407
1132,Zalando,Trendyol,55713
1133,Showroomprivé,Trendyol,56094
1134,ASOS,Trendyol,98474
1135,Boohoo,Trendyol,168090
1136,Entrust Datacard,Evolis,50760
1137,Dynamic Design Solutions,Evolis,5481
1138,Hollaender,Evolis,331611
1139,Displayit,Evolis,973212
1140,NJOY,Juul Labs,1371
1141,Gilla,Juul Labs,257451
1142,Healthier Choices Management,Juul Labs,258461
1143,Le Petit Vapoteur,Juul Labs,1352714
1144,Adform,Rubicon Project,42276
1145,ScribbleLive,Rubicon Project,19346
1146,Emarsys,Rubicon Project,245177
1147,Adskom,Rubicon Project,138921
1148,Nuji,Mitra Adiperkasa,57093
1149,Gordmans Stores,Mitra Adiperkasa,194477
1150,Gilt Groupe,Mitra Adiperkasa,834
1151,HauteLook,Mitra Adiperkasa,31008
1152,Higher Grounds,SoapBox Soaps,256033
1153,Nossa Familia Coffee,SoapBox Soaps,256061
1154,Lafes,SoapBox Soaps,255104
1155,Bed Bandits,SoapBox Soaps,256011
1156,Atria,DUNI,1257143
1157,Huhtamaki,DUNI,200022
1158,Lollicup USA,DUNI,2773
1159,Sixto Packaging,DUNI,5263
1160,Ascent Capital Group,BeON Home,125526
1161,Cocoon,BeON Home,212286
1162,August Home,BeON Home,243770
1163,Latch,BeON Home,246973
1164,Cell Vault,Argos Therapeutics,1410078
1165,Thrive Earlier Detection,Argos Therapeutics,1405607
1166,Chronix Biomedical,Argos Therapeutics,595342
1167,Isoray,Argos Therapeutics,256636
1168,Space Optics Research,Barrett Firearms,296033
1169,Heckler & Koch,Barrett Firearms,252020
1170,Remington Arms Company,Barrett Firearms,951483
1171,Sig Sauer,Barrett Firearms,1188242
1172,Eporta,Lovesac,249037
1173,Kaufmann Mercantile,Lovesac,189347
1174,Fully,Lovesac,255427
1175,Supply Chimp,Lovesac,1364703
1176,Orange Julius,Coca-Cola Femsa,910594
1177,Dairy Queen,Coca-Cola Femsa,217227
1178,Muse Paintbar,Coca-Cola Femsa,499680
1179,Red Bull,Coca-Cola Femsa,48393
1180,Farfetch,Jack Wills,1594
1181,Abercrombie & Fitch,Jack Wills,1928
1182,Ralph Lauren,Jack Wills,1976
1183,Ted Baker,Jack Wills,1981
1184,AllSaints,Jack Wills,228820
1185,Reiss,Jack Wills,661521
1186,Shopsurya,smartphoto,259214
1187,Maisons du Monde,smartphoto,249441
1188,Ettitude,smartphoto,94519
1189,AeroGrow International,smartphoto,150575
1190,Paytm Mall,Tanga,1397134
1191,Carousell,Tanga,146733
1192,WaystoCap,Tanga,258706
1193,Paisawapas,Tanga,275133
1194,PackIt,Welch & Tidy,3715
1195,Poundland,Welch & Tidy,9272
1196,Acme United,Welch & Tidy,190641
1197,Sequential Brands Group,Welch & Tidy,197545
1198,Adventys,Churchill China,1355758
1199,RA Sushi,Churchill China,531160
1200,Hooters,Churchill China,660691
1201,Starbucks,Churchill China,2039
1202,Carmila,firstSTREET for Boomers & Beyond,1357780
1203,Tagboard,firstSTREET for Boomers & Beyond,123653
1204,The Newsletter Pro,firstSTREET for Boomers & Beyond,246784
1205,Bluestem Brands,firstSTREET for Boomers & Beyond,125204
1206,QKL Stores,Fenwick,13207
1207,Woolworths,Fenwick,128238
1208,Gordmans Stores,Fenwick,194477
1209,Kobout,Fenwick,251278
1210,eBay,iPrice,14820
1211,ZALORA,iPrice,97551
1212,ASOS,iPrice,98474
1213,Lazada,iPrice,100882
1214,ezbuy,iPrice,247770
1215,Filling Pieces,iPrice,1357717
1216,"Sturm, Ruger & Co",ArmaLite,11387
1217,Wilson Combat,ArmaLite,368272
1218,Barrett Firearms,ArmaLite,625835
1219,Sig Sauer,ArmaLite,1188242
1220,Revlon,Oriflame,119025
1221,Ulta Beauty,Oriflame,124411
1222,Mary Kay,Oriflame,132253
1223,Avon Products,Oriflame,195944
1224,Amway,Oriflame,254435
1225,ROYBI,4moms,1409694
1226,Binti,4moms,185743
1227,Miko,4moms,1357640
1228,Happiest Baby,4moms,258040
1229,Gilbertson & Page,SodaStream,250268
1230,FrieslandCampina,SodaStream,1364848
1231,Anheuser-Busch Inbev,SodaStream,10993
1232,Ersu,SodaStream,1361110
1233,Dollar Shave Club,Amway,84661
1234,Avon Products,Amway,195944
1235,Walker & Company Brands,Amway,196576
1236,Oriflame,Amway,251556
1237,Purplle.com,Amway,816737
1238,NakedPoppy,Amway,1350431
